step,operation,incr_ns,full_ns,n_active,incr_ari
4668,insert,7500,-1,4968,-2.0
4669,insert,8375,-1,4969,-2.0
4670,insert,8250,-1,4970,-2.0
4671,insert,8000,-1,4971,-2.0
4672,insert,7333,-1,4972,-2.0
4673,insert,7542,-1,4973,-2.0
4674,insert,8666,-1,4974,-2.0
4675,insert,7416,-1,4975,-2.0
4676,insert,7542,-1,4976,-2.0
4677,insert,8333,-1,4977,-2.0
4678,insert,9458,-1,4978,-2.0
4679,insert,8500,-1,4979,-2.0
4680,insert,7542,-1,4980,-2.0
4681,insert,8250,-1,4981,-2.0
4682,insert,8167,-1,4982,-2.0
4683,insert,9000,-1,4983,-2.0
4684,insert,7916,-1,4984,-2.0
4685,insert,7833,-1,4985,-2.0
4686,insert,8000,-1,4986,-2.0
4687,insert,9250,-1,4987,-2.0
4688,insert,8792,-1,4988,-2.0
4689,insert,8041,-1,4989,-2.0
4690,insert,8292,-1,4990,-2.0
4691,insert,8750,-1,4991,-2.0
4692,insert,8000,-1,4992,-2.0
4693,insert,8083,-1,4993,-2.0
4694,insert,7542,-1,4994,-2.0
4695,insert,8375,-1,4995,-2.0
4696,insert,7500,-1,4996,-2.0
4697,insert,8000,-1,4997,-2.0
4698,insert,7417,-1,4998,-2.0
4699,insert,9125,-1,4999,-2.0
4700,insert,7916,-1,5000,-2.0
4701,insert,8417,-1,5001,-2.0
4702,insert,8041,-1,5002,-2.0
4703,insert,7750,-1,5003,-2.0
4704,insert,8542,-1,5004,-2.0
4705,insert,7667,-1,5005,-2.0
4706,insert,8500,-1,5006,-2.0
4707,insert,7667,-1,5007,-2.0
4708,insert,7333,-1,5008,-2.0
4709,insert,7834,-1,5009,-2.0
4710,insert,8292,-1,5010,-2.0
4711,insert,7458,-1,5011,-2.0
4712,insert,8209,-1,5012,-2.0
4713,insert,8417,-1,5013,-2.0
4714,insert,8208,-1,5014,-2.0
4715,insert,7958,-1,5015,-2.0
4716,insert,8083,-1,5016,-2.0
4717,insert,8167,-1,5017,-2.0
4718,insert,8334,-1,5018,-2.0
4719,insert,8208,-1,5019,-2.0
4720,insert,8750,-1,5020,-2.0
4721,insert,7625,-1,5021,-2.0
4722,insert,7708,-1,5022,-2.0
4723,insert,8292,-1,5023,-2.0
4724,insert,7583,-1,5024,-2.0
4725,insert,8584,-1,5025,-2.0
4726,insert,8708,-1,5026,-2.0
4727,insert,9625,-1,5027,-2.0
4728,insert,8792,-1,5028,-2.0
4729,insert,8875,-1,5029,-2.0
4730,insert,9291,-1,5030,-2.0
4731,insert,9334,-1,5031,-2.0
4732,insert,9125,-1,5032,-2.0
4733,insert,9125,-1,5033,-2.0
4734,insert,9167,-1,5034,-2.0
4735,insert,8500,-1,5035,-2.0
4736,insert,8458,-1,5036,-2.0
4737,insert,8125,-1,5037,-2.0
4738,insert,8542,-1,5038,-2.0
4739,insert,9083,-1,5039,-2.0
4740,insert,8833,-1,5040,-2.0
4741,insert,9583,-1,5041,-2.0
4742,insert,9125,-1,5042,-2.0
4743,insert,8208,-1,5043,-2.0
4744,insert,10208,-1,5044,-2.0
4745,insert,8625,-1,5045,-2.0
4746,insert,8625,-1,5046,-2.0
4747,insert,8875,-1,5047,-2.0
4748,insert,9375,-1,5048,-2.0
4749,insert,8333,-1,5049,-2.0
4750,insert,9959,-1,5050,-2.0
4751,insert,9250,-1,5051,-2.0
4752,insert,8917,-1,5052,-2.0
4753,insert,9458,-1,5053,-2.0
4754,insert,8875,-1,5054,-2.0
4755,insert,8792,-1,5055,-2.0
4756,insert,14334,-1,5056,-2.0
4757,insert,9459,-1,5057,-2.0
4758,insert,9250,-1,5058,-2.0
4759,insert,9500,-1,5059,-2.0
4760,insert,9291,-1,5060,-2.0
4761,insert,10875,-1,5061,-2.0
4762,insert,10916,-1,5062,-2.0
4763,insert,9667,-1,5063,-2.0
4764,insert,4959,-1,5064,-2.0
4765,insert,9000,-1,5065,-2.0
4766,insert,10417,-1,5066,-2.0
4767,insert,9708,-1,5067,-2.0
4768,insert,9458,-1,5068,-2.0
4769,insert,9209,-1,5069,-2.0
4770,insert,8500,-1,5070,-2.0
4771,insert,8208,-1,5071,-2.0
4772,insert,7917,-1,5072,-2.0
4773,insert,9750,-1,5073,-2.0
4774,insert,9583,-1,5074,-2.0
4775,insert,9500,-1,5075,-2.0
4776,insert,4375,-1,5076,-2.0
4777,insert,9250,-1,5077,-2.0
4778,insert,9166,-1,5078,-2.0
4779,insert,9542,-1,5079,-2.0
4780,insert,9250,-1,5080,-2.0
4781,insert,9709,-1,5081,-2.0
4782,insert,8375,-1,5082,-2.0
4783,insert,7959,-1,5083,-2.0
4784,insert,9208,-1,5084,-2.0
4785,insert,9417,-1,5085,-2.0
4786,insert,7875,-1,5086,-2.0
4787,insert,9667,-1,5087,-2.0
4788,insert,9500,-1,5088,-2.0
4789,insert,10042,-1,5089,-2.0
4790,insert,8041,-1,5090,-2.0
4791,insert,8583,-1,5091,-2.0
4792,insert,7959,-1,5092,-2.0
4793,insert,8708,-1,5093,-2.0
4794,insert,13125,-1,5094,-2.0
4795,insert,8333,-1,5095,-2.0
4796,insert,8542,-1,5096,-2.0
4797,insert,10000,-1,5097,-2.0
4798,insert,9667,-1,5098,-2.0
4799,insert,9958,-1,5099,-2.0
4800,insert,8417,11606084,5100,1.0
4801,insert,13000,-1,5101,-2.0
4802,insert,8875,-1,5102,-2.0
4803,insert,7583,-1,5103,-2.0
4804,insert,8583,-1,5104,-2.0
4805,insert,8834,-1,5105,-2.0
4806,insert,8375,-1,5106,-2.0
4807,insert,8459,-1,5107,-2.0
4808,insert,8333,-1,5108,-2.0
4809,insert,7459,-1,5109,-2.0
4810,insert,7583,-1,5110,-2.0
4811,insert,8542,-1,5111,-2.0
4812,insert,8416,-1,5112,-2.0
4813,insert,7750,-1,5113,-2.0
4814,insert,8083,-1,5114,-2.0
4815,insert,7792,-1,5115,-2.0
4816,insert,13958,-1,5116,-2.0
4817,insert,8500,-1,5117,-2.0
4818,insert,7667,-1,5118,-2.0
4819,insert,7708,-1,5119,-2.0
4820,insert,13500,-1,5120,-2.0
4821,insert,10459,-1,5121,-2.0
4822,insert,8958,-1,5122,-2.0
4823,insert,13750,-1,5123,-2.0
4824,insert,11541,-1,5124,-2.0
4825,insert,8500,-1,5125,-2.0
4826,insert,7959,-1,5126,-2.0
4827,insert,10000,-1,5127,-2.0
4828,insert,8625,-1,5128,-2.0
4829,insert,4625,-1,5129,-2.0
4830,insert,8667,-1,5130,-2.0
4831,insert,8333,-1,5131,-2.0
4832,insert,8125,-1,5132,-2.0
4833,insert,7792,-1,5133,-2.0
4834,insert,8958,-1,5134,-2.0
4835,insert,8417,-1,5135,-2.0
4836,insert,9666,-1,5136,-2.0
4837,insert,8709,-1,5137,-2.0
4838,insert,9958,-1,5138,-2.0
4839,insert,7500,-1,5139,-2.0
4840,insert,7208,-1,5140,-2.0
4841,insert,8583,-1,5141,-2.0
4842,insert,8209,-1,5142,-2.0
4843,insert,8500,-1,5143,-2.0
4844,insert,4708,-1,5144,-2.0
4845,insert,8000,-1,5145,-2.0
4846,insert,12875,-1,5146,-2.0
4847,insert,9125,-1,5147,-2.0
4848,insert,7792,-1,5148,-2.0
4849,insert,7792,-1,5149,-2.0
4850,insert,8291,-1,5150,-2.0
4851,insert,8791,-1,5151,-2.0
4852,insert,8333,-1,5152,-2.0
4853,insert,7292,-1,5153,-2.0
4854,insert,8375,-1,5154,-2.0
4855,insert,8792,-1,5155,-2.0
4856,insert,12875,-1,5156,-2.0
4857,insert,11000,-1,5157,-2.0
4858,insert,8708,-1,5158,-2.0
4859,insert,9583,-1,5159,-2.0
4860,insert,8750,-1,5160,-2.0
4861,insert,9208,-1,5161,-2.0
4862,insert,9209,-1,5162,-2.0
4863,insert,8708,-1,5163,-2.0
4864,insert,8166,-1,5164,-2.0
4865,insert,7834,-1,5165,-2.0
4866,insert,8375,-1,5166,-2.0
4867,insert,7500,-1,5167,-2.0
4868,insert,7791,-1,5168,-2.0
4869,insert,8459,-1,5169,-2.0
4870,insert,11250,-1,5170,-2.0
4871,insert,9916,-1,5171,-2.0
4872,insert,12917,-1,5172,-2.0
4873,insert,9000,-1,5173,-2.0
4874,insert,8208,-1,5174,-2.0
4875,insert,10750,-1,5175,-2.0
4876,insert,10708,-1,5176,-2.0
4877,insert,8958,-1,5177,-2.0
4878,insert,7709,-1,5178,-2.0
4879,insert,9500,-1,5179,-2.0
4880,insert,7917,-1,5180,-2.0
4881,insert,8500,-1,5181,-2.0
4882,insert,10833,-1,5182,-2.0
4883,insert,9875,-1,5183,-2.0
4884,insert,7667,-1,5184,-2.0
4885,insert,9208,-1,5185,-2.0
4886,insert,9625,-1,5186,-2.0
4887,insert,9125,-1,5187,-2.0
4888,insert,8167,-1,5188,-2.0
4889,insert,8083,-1,5189,-2.0
4890,insert,12166,-1,5190,-2.0
4891,insert,10542,-1,5191,-2.0
4892,insert,12917,-1,5192,-2.0
4893,insert,8541,-1,5193,-2.0
4894,insert,10125,-1,5194,-2.0
4895,insert,8917,-1,5195,-2.0
4896,insert,8625,-1,5196,-2.0
4897,insert,8000,-1,5197,-2.0
4898,insert,9167,-1,5198,-2.0
4899,insert,8583,-1,5199,-2.0
4900,insert,8042,-1,5200,-2.0
4901,insert,9750,-1,5201,-2.0
4902,insert,9125,-1,5202,-2.0
4903,insert,8209,-1,5203,-2.0
4904,insert,7291,-1,5204,-2.0
4905,insert,8375,-1,5205,-2.0
4906,insert,7709,-1,5206,-2.0
4907,insert,8084,-1,5207,-2.0
4908,insert,10666,-1,5208,-2.0
4909,insert,10167,-1,5209,-2.0
4910,insert,9792,-1,5210,-2.0
4911,insert,9917,-1,5211,-2.0
4912,insert,8541,-1,5212,-2.0
4913,insert,9500,-1,5213,-2.0
4914,insert,10000,-1,5214,-2.0
4915,insert,8791,-1,5215,-2.0
4916,insert,9625,-1,5216,-2.0
4917,insert,10208,-1,5217,-2.0
4918,insert,8292,-1,5218,-2.0
4919,insert,11333,-1,5219,-2.0
4920,insert,8584,-1,5220,-2.0
4921,insert,11083,-1,5221,-2.0
4922,insert,8625,-1,5222,-2.0
4923,insert,9750,-1,5223,-2.0
4924,insert,8875,-1,5224,-2.0
4925,insert,10375,-1,5225,-2.0
4926,insert,7541,-1,5226,-2.0
4927,insert,8875,-1,5227,-2.0
4928,insert,8208,-1,5228,-2.0
4929,insert,10625,-1,5229,-2.0
4930,insert,8042,-1,5230,-2.0
4931,insert,8667,-1,5231,-2.0
4932,insert,8042,-1,5232,-2.0
4933,insert,9708,-1,5233,-2.0
4934,insert,8500,-1,5234,-2.0
4935,insert,9834,-1,5235,-2.0
4936,insert,7709,-1,5236,-2.0
4937,insert,8833,-1,5237,-2.0
4938,insert,8292,-1,5238,-2.0
4939,insert,9208,-1,5239,-2.0
4940,insert,9792,-1,5240,-2.0
4941,insert,8375,-1,5241,-2.0
4942,insert,11083,-1,5242,-2.0
4943,insert,6958,-1,5243,-2.0
4944,insert,8292,-1,5244,-2.0
4945,insert,9916,-1,5245,-2.0
4946,insert,9542,-1,5246,-2.0
4947,insert,8500,-1,5247,-2.0
4948,insert,10083,-1,5248,-2.0
4949,insert,9500,-1,5249,-2.0
4950,insert,8417,-1,5250,-2.0
4951,insert,8084,-1,5251,-2.0
4952,insert,8000,-1,5252,-2.0
4953,insert,7875,-1,5253,-2.0
4954,insert,7834,-1,5254,-2.0
4955,insert,7916,-1,5255,-2.0
4956,insert,10000,-1,5256,-2.0
4957,insert,8584,-1,5257,-2.0
4958,insert,8584,-1,5258,-2.0
4959,insert,10125,-1,5259,-2.0
4960,insert,11625,-1,5260,-2.0
4961,insert,9583,-1,5261,-2.0
4962,insert,9834,-1,5262,-2.0
4963,insert,8833,-1,5263,-2.0
4964,insert,8125,-1,5264,-2.0
4965,insert,10167,-1,5265,-2.0
4966,insert,10250,-1,5266,-2.0
4967,insert,9250,-1,5267,-2.0
4968,insert,8916,-1,5268,-2.0
4969,insert,9375,-1,5269,-2.0
4970,insert,11208,-1,5270,-2.0
4971,insert,9208,-1,5271,-2.0
4972,insert,8250,-1,5272,-2.0
4973,insert,9875,-1,5273,-2.0
4974,insert,9625,-1,5274,-2.0
4975,insert,9250,-1,5275,-2.0
4976,insert,13125,-1,5276,-2.0
4977,insert,8542,-1,5277,-2.0
4978,insert,13500,-1,5278,-2.0
4979,insert,11250,-1,5279,-2.0
4980,insert,9250,-1,5280,-2.0
4981,insert,8458,-1,5281,-2.0
4982,insert,9625,-1,5282,-2.0
4983,insert,10125,-1,5283,-2.0
4984,insert,8041,-1,5284,-2.0
4985,insert,10209,-1,5285,-2.0
4986,insert,11791,-1,5286,-2.0
4987,insert,9125,-1,5287,-2.0
4988,insert,1250,-1,5288,-2.0
4989,insert,9959,-1,5289,-2.0
4990,insert,9333,-1,5290,-2.0
4991,insert,11500,-1,5291,-2.0
4992,insert,8459,-1,5292,-2.0
4993,insert,8500,-1,5293,-2.0
4994,insert,8625,-1,5294,-2.0
4995,insert,8666,-1,5295,-2.0
4996,insert,9917,-1,5296,-2.0
4997,insert,8750,-1,5297,-2.0
4998,insert,9834,-1,5298,-2.0
4999,insert,11750,-1,5299,-2.0
5000,insert,11666,-1,5300,-2.0
5001,insert,11250,-1,5301,-2.0
5002,insert,11334,-1,5302,-2.0
5003,insert,11958,-1,5303,-2.0
5004,insert,10875,-1,5304,-2.0
5005,insert,11458,-1,5305,-2.0
5006,insert,11833,-1,5306,-2.0
5007,insert,11667,-1,5307,-2.0
5008,insert,11584,-1,5308,-2.0
5009,insert,12250,-1,5309,-2.0
5010,insert,11667,-1,5310,-2.0
5011,insert,10667,-1,5311,-2.0
5012,insert,10000,-1,5312,-2.0
5013,insert,11708,-1,5313,-2.0
5014,insert,10125,-1,5314,-2.0
5015,insert,4458,-1,5315,-2.0
5016,insert,12167,-1,5316,-2.0
5017,insert,11875,-1,5317,-2.0
5018,insert,9709,-1,5318,-2.0
5019,insert,10708,-1,5319,-2.0
5020,insert,11959,-1,5320,-2.0
5021,insert,11000,-1,5321,-2.0
5022,insert,11458,-1,5322,-2.0
5023,insert,9500,-1,5323,-2.0
5024,insert,11250,-1,5324,-2.0
5025,insert,10208,-1,5325,-2.0
5026,insert,10375,-1,5326,-2.0
5027,insert,11166,-1,5327,-2.0
5028,insert,9459,-1,5328,-2.0
5029,insert,10917,-1,5329,-2.0
5030,insert,10833,-1,5330,-2.0
5031,insert,13000,-1,5331,-2.0
5032,insert,12166,-1,5332,-2.0
5033,insert,7666,-1,5333,-2.0
5034,insert,14166,-1,5334,-2.0
5035,insert,12875,-1,5335,-2.0
5036,insert,12875,-1,5336,-2.0
5037,insert,9542,-1,5337,-2.0
5038,insert,10667,-1,5338,-2.0
5039,insert,9541,-1,5339,-2.0
5040,insert,9875,-1,5340,-2.0
5041,insert,8417,-1,5341,-2.0
5042,insert,11416,-1,5342,-2.0
5043,insert,13875,-1,5343,-2.0
5044,insert,9458,-1,5344,-2.0
5045,insert,10166,-1,5345,-2.0
5046,insert,8167,-1,5346,-2.0
5047,insert,9208,-1,5347,-2.0
5048,insert,9541,-1,5348,-2.0
5049,insert,8375,-1,5349,-2.0
5050,insert,10083,-1,5350,-2.0
5051,insert,8000,-1,5351,-2.0
5052,insert,10500,-1,5352,-2.0
5053,insert,8084,-1,5353,-2.0
5054,insert,8041,-1,5354,-2.0
5055,insert,9333,-1,5355,-2.0
5056,insert,9292,-1,5356,-2.0
5057,insert,13625,-1,5357,-2.0
5058,insert,13416,-1,5358,-2.0
5059,insert,10167,-1,5359,-2.0
5060,insert,9500,-1,5360,-2.0
5061,insert,10291,-1,5361,-2.0
5062,insert,9042,-1,5362,-2.0
5063,insert,9292,-1,5363,-2.0
5064,insert,10958,-1,5364,-2.0
5065,insert,10459,-1,5365,-2.0
5066,insert,9250,-1,5366,-2.0
5067,insert,11542,-1,5367,-2.0
5068,insert,9625,-1,5368,-2.0
5069,insert,10167,-1,5369,-2.0
5070,insert,9792,-1,5370,-2.0
5071,insert,9916,-1,5371,-2.0
5072,insert,8667,-1,5372,-2.0
5073,insert,9458,-1,5373,-2.0
5074,insert,10833,-1,5374,-2.0
5075,insert,8667,-1,5375,-2.0
5076,insert,9833,-1,5376,-2.0
5077,insert,9625,-1,5377,-2.0
5078,insert,9292,-1,5378,-2.0
5079,insert,11750,-1,5379,-2.0
5080,insert,8750,-1,5380,-2.0
5081,insert,9250,-1,5381,-2.0
5082,insert,9833,-1,5382,-2.0
5083,insert,11750,-1,5383,-2.0
5084,insert,8542,-1,5384,-2.0
5085,insert,10375,-1,5385,-2.0
5086,insert,10416,-1,5386,-2.0
5087,insert,10084,-1,5387,-2.0
5088,insert,9250,-1,5388,-2.0
5089,insert,10958,-1,5389,-2.0
5090,insert,10000,-1,5390,-2.0
5091,insert,9667,-1,5391,-2.0
5092,insert,9291,-1,5392,-2.0
5093,insert,8834,-1,5393,-2.0
5094,insert,11958,-1,5394,-2.0
5095,insert,10333,-1,5395,-2.0
5096,insert,8542,-1,5396,-2.0
5097,insert,9750,-1,5397,-2.0
5098,insert,10000,-1,5398,-2.0
5099,insert,9375,-1,5399,-2.0
5100,insert,9000,19131750,5400,1.0
5101,insert,14750,-1,5401,-2.0
5102,insert,9125,-1,5402,-2.0
5103,insert,8208,-1,5403,-2.0
5104,insert,7833,-1,5404,-2.0
5105,insert,10916,-1,5405,-2.0
5106,insert,8333,-1,5406,-2.0
5107,insert,8125,-1,5407,-2.0
5108,insert,7791,-1,5408,-2.0
5109,insert,11542,-1,5409,-2.0
5110,insert,10917,-1,5410,-2.0
5111,insert,10250,-1,5411,-2.0
5112,insert,10875,-1,5412,-2.0
5113,insert,10958,-1,5413,-2.0
5114,insert,10458,-1,5414,-2.0
5115,insert,9667,-1,5415,-2.0
5116,insert,11958,-1,5416,-2.0
5117,insert,9834,-1,5417,-2.0
5118,insert,10250,-1,5418,-2.0
5119,insert,9916,-1,5419,-2.0
5120,insert,10334,-1,5420,-2.0
5121,insert,10125,-1,5421,-2.0
5122,insert,10041,-1,5422,-2.0
5123,insert,9625,-1,5423,-2.0
5124,insert,13125,-1,5424,-2.0
5125,insert,8834,-1,5425,-2.0
5126,insert,11375,-1,5426,-2.0
5127,insert,10042,-1,5427,-2.0
5128,insert,8541,-1,5428,-2.0
5129,insert,6459,-1,5429,-2.0
5130,insert,9834,-1,5430,-2.0
5131,insert,10750,-1,5431,-2.0
5132,insert,10250,-1,5432,-2.0
5133,insert,11667,-1,5433,-2.0
5134,insert,10041,-1,5434,-2.0
5135,insert,9584,-1,5435,-2.0
5136,insert,9708,-1,5436,-2.0
5137,insert,8667,-1,5437,-2.0
5138,insert,8000,-1,5438,-2.0
5139,insert,7833,-1,5439,-2.0
5140,insert,8250,-1,5440,-2.0
5141,insert,7750,-1,5441,-2.0
5142,insert,8375,-1,5442,-2.0
5143,insert,8041,-1,5443,-2.0
5144,insert,7958,-1,5444,-2.0
5145,insert,7750,-1,5445,-2.0
5146,insert,8000,-1,5446,-2.0
5147,insert,9375,-1,5447,-2.0
5148,insert,8584,-1,5448,-2.0
5149,insert,10583,-1,5449,-2.0
5150,insert,9458,-1,5450,-2.0
5151,insert,12167,-1,5451,-2.0
5152,insert,9500,-1,5452,-2.0
5153,insert,9667,-1,5453,-2.0
5154,insert,11042,-1,5454,-2.0
5155,insert,10292,-1,5455,-2.0
5156,insert,8041,-1,5456,-2.0
5157,insert,11209,-1,5457,-2.0
5158,insert,8500,-1,5458,-2.0
5159,insert,9500,-1,5459,-2.0
5160,insert,10792,-1,5460,-2.0
5161,insert,10833,-1,5461,-2.0
5162,insert,4458,-1,5462,-2.0
5163,insert,10417,-1,5463,-2.0
5164,insert,10459,-1,5464,-2.0
5165,insert,8666,-1,5465,-2.0
5166,insert,10542,-1,5466,-2.0
5167,insert,8292,-1,5467,-2.0
5168,insert,10000,-1,5468,-2.0
5169,insert,9666,-1,5469,-2.0
5170,insert,10084,-1,5470,-2.0
5171,insert,8583,-1,5471,-2.0
5172,insert,7875,-1,5472,-2.0
5173,insert,11042,-1,5473,-2.0
5174,insert,8209,-1,5474,-2.0
5175,insert,9459,-1,5475,-2.0
5176,insert,9750,-1,5476,-2.0
5177,insert,10458,-1,5477,-2.0
5178,insert,10458,-1,5478,-2.0
5179,insert,8709,-1,5479,-2.0
5180,insert,9708,-1,5480,-2.0
5181,insert,9042,-1,5481,-2.0
5182,insert,6583,-1,5482,-2.0
5183,insert,9333,-1,5483,-2.0
5184,insert,10917,-1,5484,-2.0
5185,insert,3458,-1,5485,-2.0
5186,insert,8375,-1,5486,-2.0
5187,insert,10458,-1,5487,-2.0
5188,insert,8208,-1,5488,-2.0
5189,insert,9584,-1,5489,-2.0
5190,insert,10375,-1,5490,-2.0
5191,insert,11000,-1,5491,-2.0
5192,insert,11083,-1,5492,-2.0
5193,insert,10375,-1,5493,-2.0
5194,insert,10625,-1,5494,-2.0
5195,insert,10000,-1,5495,-2.0
5196,insert,9625,-1,5496,-2.0
5197,insert,9167,-1,5497,-2.0
5198,insert,8917,-1,5498,-2.0
5199,insert,11292,-1,5499,-2.0
5200,insert,2917,-1,5500,-2.0
5201,insert,10583,-1,5501,-2.0
5202,insert,10625,-1,5502,-2.0
5203,insert,10084,-1,5503,-2.0
5204,insert,10625,-1,5504,-2.0
5205,insert,13791,-1,5505,-2.0
5206,insert,10584,-1,5506,-2.0
5207,insert,9917,-1,5507,-2.0
5208,insert,9916,-1,5508,-2.0
5209,insert,10584,-1,5509,-2.0
5210,insert,4208,-1,5510,-2.0
5211,insert,10500,-1,5511,-2.0
5212,insert,10708,-1,5512,-2.0
5213,insert,10375,-1,5513,-2.0
5214,insert,9667,-1,5514,-2.0
5215,insert,12250,-1,5515,-2.0
5216,insert,9959,-1,5516,-2.0
5217,insert,10084,-1,5517,-2.0
5218,insert,11083,-1,5518,-2.0
5219,insert,9792,-1,5519,-2.0
5220,insert,10250,-1,5520,-2.0
5221,insert,9500,-1,5521,-2.0
5222,insert,10750,-1,5522,-2.0
5223,insert,10500,-1,5523,-2.0
5224,insert,4542,-1,5524,-2.0
5225,insert,10000,-1,5525,-2.0
5226,insert,9834,-1,5526,-2.0
5227,insert,10000,-1,5527,-2.0
5228,insert,11000,-1,5528,-2.0
5229,insert,12375,-1,5529,-2.0
5230,insert,10459,-1,5530,-2.0
5231,insert,8791,-1,5531,-2.0
5232,insert,9250,-1,5532,-2.0
5233,insert,1625,-1,5533,-2.0
5234,insert,11458,-1,5534,-2.0
5235,insert,11000,-1,5535,-2.0
5236,insert,1292,-1,5536,-2.0
5237,insert,10542,-1,5537,-2.0
5238,insert,9958,-1,5538,-2.0
5239,insert,9417,-1,5539,-2.0
5240,insert,11125,-1,5540,-2.0
5241,insert,11125,-1,5541,-2.0
5242,insert,12875,-1,5542,-2.0
5243,insert,9875,-1,5543,-2.0
5244,insert,9916,-1,5544,-2.0
5245,insert,11000,-1,5545,-2.0
5246,insert,10834,-1,5546,-2.0
5247,insert,11541,-1,5547,-2.0
5248,insert,10833,-1,5548,-2.0
5249,insert,10333,-1,5549,-2.0
5250,insert,3958,-1,5550,-2.0
5251,insert,2917,-1,5551,-2.0
5252,insert,10250,-1,5552,-2.0
5253,insert,1750,-1,5553,-2.0
5254,insert,10583,-1,5554,-2.0
5255,insert,10375,-1,5555,-2.0
5256,insert,9667,-1,5556,-2.0
5257,insert,10250,-1,5557,-2.0
5258,insert,11084,-1,5558,-2.0
5259,insert,10166,-1,5559,-2.0
5260,insert,12041,-1,5560,-2.0
5261,insert,10375,-1,5561,-2.0
5262,insert,9125,-1,5562,-2.0
5263,insert,10209,-1,5563,-2.0
5264,insert,11083,-1,5564,-2.0
5265,insert,10292,-1,5565,-2.0
5266,insert,9959,-1,5566,-2.0
5267,insert,10083,-1,5567,-2.0
5268,insert,9917,-1,5568,-2.0
5269,insert,9916,-1,5569,-2.0
5270,insert,12667,-1,5570,-2.0
5271,insert,11708,-1,5571,-2.0
5272,insert,9875,-1,5572,-2.0
5273,insert,10375,-1,5573,-2.0
5274,insert,10334,-1,5574,-2.0
5275,insert,10625,-1,5575,-2.0
5276,insert,9750,-1,5576,-2.0
5277,insert,10792,-1,5577,-2.0
5278,insert,9333,-1,5578,-2.0
5279,insert,10333,-1,5579,-2.0
5280,insert,10125,-1,5580,-2.0
5281,insert,10750,-1,5581,-2.0
5282,insert,11958,-1,5582,-2.0
5283,insert,10125,-1,5583,-2.0
5284,insert,10334,-1,5584,-2.0
5285,insert,9708,-1,5585,-2.0
5286,insert,9958,-1,5586,-2.0
5287,insert,9542,-1,5587,-2.0
5288,insert,12667,-1,5588,-2.0
5289,insert,10167,-1,5589,-2.0
5290,insert,3833,-1,5590,-2.0
5291,insert,8875,-1,5591,-2.0
5292,insert,10125,-1,5592,-2.0
5293,insert,9666,-1,5593,-2.0
5294,insert,10250,-1,5594,-2.0
5295,insert,9584,-1,5595,-2.0
5296,insert,10500,-1,5596,-2.0
5297,insert,12042,-1,5597,-2.0
5298,insert,6375,-1,5598,-2.0
5299,insert,8708,-1,5599,-2.0
5300,insert,10417,-1,5600,-2.0
5301,insert,9041,-1,5601,-2.0
5302,insert,4375,-1,5602,-2.0
5303,insert,12125,-1,5603,-2.0
5304,insert,9542,-1,5604,-2.0
5305,insert,14042,-1,5605,-2.0
5306,insert,9000,-1,5606,-2.0
5307,insert,11000,-1,5607,-2.0
5308,insert,9916,-1,5608,-2.0
5309,insert,2750,-1,5609,-2.0
5310,insert,11125,-1,5610,-2.0
5311,insert,11208,-1,5611,-2.0
5312,insert,11458,-1,5612,-2.0
5313,insert,10334,-1,5613,-2.0
5314,insert,12208,-1,5614,-2.0
5315,insert,10833,-1,5615,-2.0
5316,insert,10167,-1,5616,-2.0
5317,insert,10625,-1,5617,-2.0
5318,insert,10291,-1,5618,-2.0
5319,insert,12875,-1,5619,-2.0
5320,insert,2583,-1,5620,-2.0
5321,insert,10250,-1,5621,-2.0
5322,insert,11333,-1,5622,-2.0
5323,insert,9958,-1,5623,-2.0
5324,insert,12000,-1,5624,-2.0
5325,insert,9917,-1,5625,-2.0
5326,insert,11250,-1,5626,-2.0
5327,insert,10917,-1,5627,-2.0
5328,insert,10875,-1,5628,-2.0
5329,insert,10417,-1,5629,-2.0
5330,insert,9792,-1,5630,-2.0
5331,insert,10709,-1,5631,-2.0
5332,insert,14958,-1,5632,-2.0
5333,insert,10583,-1,5633,-2.0
5334,insert,10208,-1,5634,-2.0
5335,insert,1667,-1,5635,-2.0
5336,insert,10208,-1,5636,-2.0
5337,insert,10084,-1,5637,-2.0
5338,insert,10000,-1,5638,-2.0
5339,insert,12375,-1,5639,-2.0
5340,insert,2375,-1,5640,-2.0
5341,insert,10333,-1,5641,-2.0
5342,insert,10458,-1,5642,-2.0
5343,insert,1375,-1,5643,-2.0
5344,insert,11375,-1,5644,-2.0
5345,insert,10167,-1,5645,-2.0
5346,insert,9750,-1,5646,-2.0
5347,insert,11167,-1,5647,-2.0
5348,insert,1833,-1,5648,-2.0
5349,insert,9541,-1,5649,-2.0
5350,insert,10959,-1,5650,-2.0
5351,insert,9959,-1,5651,-2.0
5352,insert,10083,-1,5652,-2.0
5353,insert,8666,-1,5653,-2.0
5354,insert,10167,-1,5654,-2.0
5355,insert,2958,-1,5655,-2.0
5356,insert,11125,-1,5656,-2.0
5357,insert,10291,-1,5657,-2.0
5358,insert,10667,-1,5658,-2.0
5359,insert,11167,-1,5659,-2.0
5360,insert,10125,-1,5660,-2.0
5361,insert,10708,-1,5661,-2.0
5362,insert,11792,-1,5662,-2.0
5363,insert,2166,-1,5663,-2.0
5364,insert,10917,-1,5664,-2.0
5365,insert,10083,-1,5665,-2.0
