step,operation,incr_ns,full_ns,n_active,incr_ari
2182,insert,2417,-1,2482,-2.0
2183,insert,1959,-1,2483,-2.0
2184,insert,3792,-1,2484,-2.0
2185,insert,2958,-1,2485,-2.0
2186,insert,1250,-1,2486,-2.0
2187,insert,2917,-1,2487,-2.0
2188,insert,2167,-1,2488,-2.0
2189,insert,3208,-1,2489,-2.0
2190,insert,1709,-1,2490,-2.0
2191,insert,3041,-1,2491,-2.0
2192,insert,1625,-1,2492,-2.0
2193,insert,584,-1,2493,-2.0
2194,insert,1500,-1,2494,-2.0
2195,insert,3333,-1,2495,-2.0
2196,insert,3167,-1,2496,-2.0
2197,insert,1000,-1,2497,-2.0
2198,insert,375,-1,2498,-2.0
2199,insert,1917,-1,2499,-2.0
2200,insert,666,-1,2500,-2.0
2201,insert,2625,-1,2501,-2.0
2202,insert,1500,-1,2502,-2.0
2203,insert,1875,-1,2503,-2.0
2204,insert,2791,-1,2504,-2.0
2205,insert,2792,-1,2505,-2.0
2206,insert,2208,-1,2506,-2.0
2207,insert,1000,-1,2507,-2.0
2208,insert,1792,-1,2508,-2.0
2209,insert,292,-1,2509,-2.0
2210,insert,1708,-1,2510,-2.0
2211,insert,3292,-1,2511,-2.0
2212,insert,667,-1,2512,-2.0
2213,insert,3083,-1,2513,-2.0
2214,insert,2542,-1,2514,-2.0
2215,insert,1625,-1,2515,-2.0
2216,insert,1792,-1,2516,-2.0
2217,insert,1625,-1,2517,-2.0
2218,insert,1875,-1,2518,-2.0
2219,insert,1125,-1,2519,-2.0
2220,insert,2125,-1,2520,-2.0
2221,insert,1750,-1,2521,-2.0
2222,insert,1000,-1,2522,-2.0
2223,insert,1833,-1,2523,-2.0
2224,insert,2500,-1,2524,-2.0
2225,insert,750,-1,2525,-2.0
2226,insert,1500,-1,2526,-2.0
2227,insert,2625,-1,2527,-2.0
2228,insert,2791,-1,2528,-2.0
2229,insert,1625,-1,2529,-2.0
2230,insert,1292,-1,2530,-2.0
2231,insert,3417,-1,2531,-2.0
2232,insert,2292,-1,2532,-2.0
2233,insert,4208,-1,2533,-2.0
2234,insert,2708,-1,2534,-2.0
2235,insert,2167,-1,2535,-2.0
2236,insert,1958,-1,2536,-2.0
2237,insert,1750,-1,2537,-2.0
2238,insert,1750,-1,2538,-2.0
2239,insert,2125,-1,2539,-2.0
2240,insert,792,-1,2540,-2.0
2241,insert,1667,-1,2541,-2.0
2242,insert,1791,-1,2542,-2.0
2243,insert,1833,-1,2543,-2.0
2244,insert,2167,-1,2544,-2.0
2245,insert,1667,-1,2545,-2.0
2246,insert,917,-1,2546,-2.0
2247,insert,1666,-1,2547,-2.0
2248,insert,1709,-1,2548,-2.0
2249,insert,2125,-1,2549,-2.0
2250,insert,1542,-1,2550,-2.0
2251,insert,2000,-1,2551,-2.0
2252,insert,1166,-1,2552,-2.0
2253,insert,2334,-1,2553,-2.0
2254,insert,1916,-1,2554,-2.0
2255,insert,2000,-1,2555,-2.0
2256,insert,1542,-1,2556,-2.0
2257,insert,791,-1,2557,-2.0
2258,insert,1834,-1,2558,-2.0
2259,insert,1375,-1,2559,-2.0
2260,insert,1375,-1,2560,-2.0
2261,insert,1583,-1,2561,-2.0
2262,insert,1167,-1,2562,-2.0
2263,insert,2208,-1,2563,-2.0
2264,insert,2792,-1,2564,-2.0
2265,insert,958,-1,2565,-2.0
2266,insert,1584,-1,2566,-2.0
2267,insert,2750,-1,2567,-2.0
2268,insert,2416,-1,2568,-2.0
2269,insert,2000,-1,2569,-2.0
2270,insert,1875,-1,2570,-2.0
2271,insert,1917,-1,2571,-2.0
2272,insert,1416,-1,2572,-2.0
2273,insert,2459,-1,2573,-2.0
2274,insert,2208,-1,2574,-2.0
2275,insert,1875,-1,2575,-2.0
2276,insert,2083,-1,2576,-2.0
2277,insert,1083,-1,2577,-2.0
2278,insert,2459,-1,2578,-2.0
2279,insert,2208,-1,2579,-2.0
2280,insert,875,-1,2580,-2.0
2281,insert,1792,-1,2581,-2.0
2282,insert,1208,-1,2582,-2.0
2283,insert,2459,-1,2583,-2.0
2284,insert,1166,-1,2584,-2.0
2285,insert,2375,-1,2585,-2.0
2286,insert,1166,-1,2586,-2.0
2287,insert,2375,-1,2587,-2.0
2288,insert,1375,-1,2588,-2.0
2289,insert,2083,-1,2589,-2.0
2290,insert,1084,-1,2590,-2.0
2291,insert,1916,-1,2591,-2.0
2292,insert,2250,-1,2592,-2.0
2293,insert,1792,-1,2593,-2.0
2294,insert,2125,-1,2594,-2.0
2295,insert,834,-1,2595,-2.0
2296,insert,1375,-1,2596,-2.0
2297,insert,1666,-1,2597,-2.0
2298,insert,1292,-1,2598,-2.0
2299,insert,3541,-1,2599,-2.0
2300,insert,2792,-1,2600,-2.0
2301,insert,917,-1,2601,-2.0
2302,insert,2416,-1,2602,-2.0
2303,insert,1958,-1,2603,-2.0
2304,insert,3125,-1,2604,-2.0
2305,insert,1125,-1,2605,-2.0
2306,insert,2917,-1,2606,-2.0
2307,insert,1250,-1,2607,-2.0
2308,insert,2250,-1,2608,-2.0
2309,insert,1709,-1,2609,-2.0
2310,insert,1666,-1,2610,-2.0
2311,insert,1708,-1,2611,-2.0
2312,insert,3333,-1,2612,-2.0
2313,insert,1167,-1,2613,-2.0
2314,insert,2042,-1,2614,-2.0
2315,insert,1916,-1,2615,-2.0
2316,insert,2292,-1,2616,-2.0
2317,insert,1417,-1,2617,-2.0
2318,insert,1291,-1,2618,-2.0
2319,insert,709,-1,2619,-2.0
2320,insert,2250,-1,2620,-2.0
2321,insert,3541,-1,2621,-2.0
2322,insert,2292,-1,2622,-2.0
2323,insert,1833,-1,2623,-2.0
2324,insert,1084,-1,2624,-2.0
2325,insert,1583,-1,2625,-2.0
2326,insert,1625,-1,2626,-2.0
2327,insert,1042,-1,2627,-2.0
2328,insert,1916,-1,2628,-2.0
2329,insert,1750,-1,2629,-2.0
2330,insert,1708,-1,2630,-2.0
2331,insert,4250,-1,2631,-2.0
2332,insert,1417,-1,2632,-2.0
2333,insert,2667,-1,2633,-2.0
2334,insert,1959,-1,2634,-2.0
2335,insert,3291,-1,2635,-2.0
2336,insert,1792,-1,2636,-2.0
2337,insert,2750,-1,2637,-2.0
2338,insert,2333,-1,2638,-2.0
2339,insert,4417,-1,2639,-2.0
2340,insert,1833,-1,2640,-2.0
2341,insert,2250,-1,2641,-2.0
2342,insert,1875,-1,2642,-2.0
2343,insert,1042,-1,2643,-2.0
2344,insert,1583,-1,2644,-2.0
2345,insert,2834,-1,2645,-2.0
2346,insert,2083,-1,2646,-2.0
2347,insert,2500,-1,2647,-2.0
2348,insert,3208,-1,2648,-2.0
2349,insert,2875,-1,2649,-2.0
2350,insert,1875,-1,2650,-2.0
2351,insert,1542,-1,2651,-2.0
2352,insert,1500,-1,2652,-2.0
2353,insert,2208,-1,2653,-2.0
2354,insert,1500,-1,2654,-2.0
2355,insert,1250,-1,2655,-2.0
2356,insert,875,-1,2656,-2.0
2357,insert,2375,-1,2657,-2.0
2358,insert,2792,-1,2658,-2.0
2359,insert,2208,-1,2659,-2.0
2360,insert,3000,-1,2660,-2.0
2361,insert,1583,-1,2661,-2.0
2362,insert,2084,-1,2662,-2.0
2363,insert,2791,-1,2663,-2.0
2364,insert,2084,-1,2664,-2.0
2365,insert,2000,-1,2665,-2.0
2366,insert,2250,-1,2666,-2.0
2367,insert,2958,-1,2667,-2.0
2368,insert,3000,-1,2668,-2.0
2369,insert,3000,-1,2669,-2.0
2370,insert,1708,-1,2670,-2.0
2371,insert,1959,-1,2671,-2.0
2372,insert,1000,-1,2672,-2.0
2373,insert,3208,-1,2673,-2.0
2374,insert,1792,-1,2674,-2.0
2375,insert,1792,-1,2675,-2.0
2376,insert,2000,-1,2676,-2.0
2377,insert,1125,-1,2677,-2.0
2378,insert,959,-1,2678,-2.0
2379,insert,3291,-1,2679,-2.0
2380,insert,1084,-1,2680,-2.0
2381,insert,833,-1,2681,-2.0
2382,insert,1375,-1,2682,-2.0
2383,insert,1041,-1,2683,-2.0
2384,insert,1209,-1,2684,-2.0
2385,insert,2166,-1,2685,-2.0
2386,insert,834,-1,2686,-2.0
2387,insert,2000,-1,2687,-2.0
2388,insert,791,-1,2688,-2.0
2389,insert,1917,-1,2689,-2.0
2390,insert,1792,-1,2690,-2.0
2391,insert,1500,-1,2691,-2.0
2392,insert,1250,-1,2692,-2.0
2393,insert,1375,-1,2693,-2.0
2394,insert,2167,-1,2694,-2.0
2395,insert,1875,-1,2695,-2.0
2396,insert,1750,-1,2696,-2.0
2397,insert,2542,-1,2697,-2.0
2398,insert,4041,-1,2698,-2.0
2399,insert,2041,-1,2699,-2.0
2400,insert,1459,2371291,2700,1.0
2401,insert,3459,-1,2701,-2.0
2402,insert,2042,-1,2702,-2.0
2403,insert,1958,-1,2703,-2.0
2404,insert,1291,-1,2704,-2.0
2405,insert,1250,-1,2705,-2.0
2406,insert,2625,-1,2706,-2.0
2407,insert,2750,-1,2707,-2.0
2408,insert,1917,-1,2708,-2.0
2409,insert,2292,-1,2709,-2.0
2410,insert,2083,-1,2710,-2.0
2411,insert,1875,-1,2711,-2.0
2412,insert,2542,-1,2712,-2.0
2413,insert,2833,-1,2713,-2.0
2414,insert,1000,-1,2714,-2.0
2415,insert,625,-1,2715,-2.0
2416,insert,667,-1,2716,-2.0
2417,insert,542,-1,2717,-2.0
2418,insert,1958,-1,2718,-2.0
2419,insert,2042,-1,2719,-2.0
2420,insert,3333,-1,2720,-2.0
2421,insert,3083,-1,2721,-2.0
2422,insert,2542,-1,2722,-2.0
2423,insert,2917,-1,2723,-2.0
2424,insert,2458,-1,2724,-2.0
2425,insert,2417,-1,2725,-2.0
2426,insert,2541,-1,2726,-2.0
2427,insert,2375,-1,2727,-2.0
2428,insert,4000,-1,2728,-2.0
2429,insert,3292,-1,2729,-2.0
2430,insert,2958,-1,2730,-2.0
2431,insert,3167,-1,2731,-2.0
2432,insert,3084,-1,2732,-2.0
2433,insert,3417,-1,2733,-2.0
2434,insert,3000,-1,2734,-2.0
2435,insert,2959,-1,2735,-2.0
2436,insert,2750,-1,2736,-2.0
2437,insert,2583,-1,2737,-2.0
2438,insert,2000,-1,2738,-2.0
2439,insert,1792,-1,2739,-2.0
2440,insert,2417,-1,2740,-2.0
2441,insert,1375,-1,2741,-2.0
2442,insert,2458,-1,2742,-2.0
2443,insert,917,-1,2743,-2.0
2444,insert,2833,-1,2744,-2.0
2445,insert,1125,-1,2745,-2.0
2446,insert,2792,-1,2746,-2.0
2447,insert,2792,-1,2747,-2.0
2448,insert,2500,-1,2748,-2.0
2449,insert,2083,-1,2749,-2.0
2450,insert,2292,-1,2750,-2.0
2451,insert,2291,-1,2751,-2.0
2452,insert,1792,-1,2752,-2.0
2453,insert,1042,-1,2753,-2.0
2454,insert,1875,-1,2754,-2.0
2455,insert,2625,-1,2755,-2.0
2456,insert,2166,-1,2756,-2.0
2457,insert,1417,-1,2757,-2.0
2458,insert,750,-1,2758,-2.0
2459,insert,2208,-1,2759,-2.0
2460,insert,4042,-1,2760,-2.0
2461,insert,2375,-1,2761,-2.0
2462,insert,3750,-1,2762,-2.0
2463,insert,2000,-1,2763,-2.0
2464,insert,2708,-1,2764,-2.0
2465,insert,2125,-1,2765,-2.0
2466,insert,3291,-1,2766,-2.0
2467,insert,3000,-1,2767,-2.0
2468,insert,3208,-1,2768,-2.0
2469,insert,1292,-1,2769,-2.0
2470,insert,1417,-1,2770,-2.0
2471,insert,1041,-1,2771,-2.0
2472,insert,2542,-1,2772,-2.0
2473,insert,1375,-1,2773,-2.0
2474,insert,2041,-1,2774,-2.0
2475,insert,1209,-1,2775,-2.0
2476,insert,916,-1,2776,-2.0
2477,insert,875,-1,2777,-2.0
2478,insert,2875,-1,2778,-2.0
2479,insert,2208,-1,2779,-2.0
2480,insert,708,-1,2780,-2.0
2481,insert,1083,-1,2781,-2.0
2482,insert,2875,-1,2782,-2.0
2483,insert,1459,-1,2783,-2.0
2484,insert,2000,-1,2784,-2.0
2485,insert,2291,-1,2785,-2.0
2486,insert,2000,-1,2786,-2.0
2487,insert,959,-1,2787,-2.0
2488,insert,1708,-1,2788,-2.0
2489,insert,2375,-1,2789,-2.0
2490,insert,1959,-1,2790,-2.0
2491,insert,2666,-1,2791,-2.0
2492,insert,3667,-1,2792,-2.0
2493,insert,2667,-1,2793,-2.0
2494,insert,916,-1,2794,-2.0
2495,insert,2084,-1,2795,-2.0
2496,insert,1625,-1,2796,-2.0
2497,insert,2250,-1,2797,-2.0
2498,insert,1459,-1,2798,-2.0
2499,insert,2583,-1,2799,-2.0
2500,insert,2084,-1,2800,-2.0
2501,insert,2333,-1,2801,-2.0
2502,insert,1708,-1,2802,-2.0
2503,insert,2166,-1,2803,-2.0
2504,insert,3333,-1,2804,-2.0
2505,insert,3250,-1,2805,-2.0
2506,insert,2292,-1,2806,-2.0
2507,insert,2000,-1,2807,-2.0
2508,insert,1417,-1,2808,-2.0
2509,insert,2041,-1,2809,-2.0
2510,insert,2042,-1,2810,-2.0
2511,insert,2084,-1,2811,-2.0
2512,insert,1833,-1,2812,-2.0
2513,insert,1750,-1,2813,-2.0
2514,insert,2500,-1,2814,-2.0
2515,insert,1958,-1,2815,-2.0
2516,insert,334,-1,2816,-2.0
2517,insert,2583,-1,2817,-2.0
2518,insert,2250,-1,2818,-2.0
2519,insert,1125,-1,2819,-2.0
2520,insert,1833,-1,2820,-2.0
2521,insert,1875,-1,2821,-2.0
2522,insert,1709,-1,2822,-2.0
2523,insert,1916,-1,2823,-2.0
2524,insert,2042,-1,2824,-2.0
2525,insert,1875,-1,2825,-2.0
2526,insert,2708,-1,2826,-2.0
2527,insert,1667,-1,2827,-2.0
2528,insert,1292,-1,2828,-2.0
2529,insert,1083,-1,2829,-2.0
2530,insert,1625,-1,2830,-2.0
2531,insert,2709,-1,2831,-2.0
2532,insert,1916,-1,2832,-2.0
2533,insert,2084,-1,2833,-2.0
2534,insert,709,-1,2834,-2.0
2535,insert,2000,-1,2835,-2.0
2536,insert,1875,-1,2836,-2.0
2537,insert,1750,-1,2837,-2.0
2538,insert,1917,-1,2838,-2.0
2539,insert,2167,-1,2839,-2.0
2540,insert,1916,-1,2840,-2.0
2541,insert,2084,-1,2841,-2.0
2542,insert,2000,-1,2842,-2.0
2543,insert,4917,-1,2843,-2.0
2544,insert,3708,-1,2844,-2.0
2545,insert,1417,-1,2845,-2.0
2546,insert,2958,-1,2846,-2.0
2547,insert,3209,-1,2847,-2.0
2548,insert,2833,-1,2848,-2.0
2549,insert,2625,-1,2849,-2.0
2550,insert,2542,-1,2850,-2.0
2551,insert,1666,-1,2851,-2.0
2552,insert,2500,-1,2852,-2.0
2553,insert,2250,-1,2853,-2.0
2554,insert,3000,-1,2854,-2.0
2555,insert,958,-1,2855,-2.0
2556,insert,2292,-1,2856,-2.0
2557,insert,2792,-1,2857,-2.0
2558,insert,2000,-1,2858,-2.0
2559,insert,2375,-1,2859,-2.0
2560,insert,1875,-1,2860,-2.0
2561,insert,3584,-1,2861,-2.0
2562,insert,3500,-1,2862,-2.0
2563,insert,3041,-1,2863,-2.0
2564,insert,2500,-1,2864,-2.0
2565,insert,2750,-1,2865,-2.0
2566,insert,1000,-1,2866,-2.0
2567,insert,750,-1,2867,-2.0
2568,insert,3834,-1,2868,-2.0
2569,insert,1125,-1,2869,-2.0
2570,insert,2416,-1,2870,-2.0
2571,insert,1542,-1,2871,-2.0
2572,insert,2208,-1,2872,-2.0
2573,insert,4083,-1,2873,-2.0
2574,insert,2333,-1,2874,-2.0
2575,insert,1417,-1,2875,-2.0
2576,insert,2083,-1,2876,-2.0
2577,insert,2583,-1,2877,-2.0
2578,insert,2417,-1,2878,-2.0
2579,insert,10334,-1,2879,-2.0
2580,insert,2792,-1,2880,-2.0
2581,insert,2958,-1,2881,-2.0
2582,insert,2333,-1,2882,-2.0
2583,insert,1292,-1,2883,-2.0
2584,insert,3292,-1,2884,-2.0
2585,insert,1333,-1,2885,-2.0
2586,insert,1625,-1,2886,-2.0
2587,insert,1417,-1,2887,-2.0
2588,insert,1333,-1,2888,-2.0
2589,insert,2292,-1,2889,-2.0
2590,insert,1875,-1,2890,-2.0
2591,insert,2458,-1,2891,-2.0
2592,insert,2250,-1,2892,-2.0
2593,insert,2583,-1,2893,-2.0
2594,insert,2209,-1,2894,-2.0
2595,insert,1750,-1,2895,-2.0
2596,insert,3209,-1,2896,-2.0
2597,insert,2958,-1,2897,-2.0
2598,insert,2750,-1,2898,-2.0
2599,insert,2167,-1,2899,-2.0
2600,insert,1916,-1,2900,-2.0
2601,insert,1792,-1,2901,-2.0
2602,insert,1833,-1,2902,-2.0
2603,insert,2042,-1,2903,-2.0
2604,insert,2250,-1,2904,-2.0
2605,insert,2958,-1,2905,-2.0
2606,insert,2042,-1,2906,-2.0
2607,insert,3792,-1,2907,-2.0
2608,insert,3500,-1,2908,-2.0
2609,insert,917,-1,2909,-2.0
2610,insert,2541,-1,2910,-2.0
2611,insert,3959,-1,2911,-2.0
2612,insert,2875,-1,2912,-2.0
2613,insert,2500,-1,2913,-2.0
2614,insert,2417,-1,2914,-2.0
2615,insert,2458,-1,2915,-2.0
2616,insert,2458,-1,2916,-2.0
2617,insert,2500,-1,2917,-2.0
2618,insert,2500,-1,2918,-2.0
2619,insert,2416,-1,2919,-2.0
2620,insert,2375,-1,2920,-2.0
2621,insert,4625,-1,2921,-2.0
2622,insert,2208,-1,2922,-2.0
2623,insert,2167,-1,2923,-2.0
2624,insert,2625,-1,2924,-2.0
2625,insert,2333,-1,2925,-2.0
2626,insert,2000,-1,2926,-2.0
2627,insert,1584,-1,2927,-2.0
2628,insert,2000,-1,2928,-2.0
2629,insert,4791,-1,2929,-2.0
2630,insert,1875,-1,2930,-2.0
2631,insert,625,-1,2931,-2.0
2632,insert,3084,-1,2932,-2.0
2633,insert,2000,-1,2933,-2.0
2634,insert,2083,-1,2934,-2.0
2635,insert,2084,-1,2935,-2.0
2636,insert,2000,-1,2936,-2.0
2637,insert,1833,-1,2937,-2.0
2638,insert,1125,-1,2938,-2.0
2639,insert,2375,-1,2939,-2.0
2640,insert,2250,-1,2940,-2.0
2641,insert,2459,-1,2941,-2.0
2642,insert,1292,-1,2942,-2.0
2643,insert,1542,-1,2943,-2.0
2644,insert,959,-1,2944,-2.0
2645,insert,2042,-1,2945,-2.0
2646,insert,2917,-1,2946,-2.0
2647,insert,2458,-1,2947,-2.0
2648,insert,2250,-1,2948,-2.0
2649,insert,2042,-1,2949,-2.0
2650,insert,2042,-1,2950,-2.0
2651,insert,3916,-1,2951,-2.0
2652,insert,2083,-1,2952,-2.0
2653,insert,1083,-1,2953,-2.0
2654,insert,2292,-1,2954,-2.0
2655,insert,1292,-1,2955,-2.0
2656,insert,3209,-1,2956,-2.0
2657,insert,3458,-1,2957,-2.0
2658,insert,3042,-1,2958,-2.0
2659,insert,2834,-1,2959,-2.0
2660,insert,2625,-1,2960,-2.0
2661,insert,1500,-1,2961,-2.0
2662,insert,1583,-1,2962,-2.0
2663,insert,3750,-1,2963,-2.0
2664,insert,3916,-1,2964,-2.0
2665,insert,2458,-1,2965,-2.0
2666,insert,4667,-1,2966,-2.0
2667,insert,1541,-1,2967,-2.0
2668,insert,2166,-1,2968,-2.0
2669,insert,2000,-1,2969,-2.0
2670,insert,1125,-1,2970,-2.0
2671,insert,1708,-1,2971,-2.0
2672,insert,2083,-1,2972,-2.0
2673,insert,3125,-1,2973,-2.0
2674,insert,3959,-1,2974,-2.0
2675,insert,3417,-1,2975,-2.0
2676,insert,2708,-1,2976,-2.0
2677,insert,3083,-1,2977,-2.0
2678,insert,2792,-1,2978,-2.0
2679,insert,2167,-1,2979,-2.0
2680,insert,3792,-1,2980,-2.0
2681,insert,3291,-1,2981,-2.0
2682,insert,3625,-1,2982,-2.0
2683,insert,3458,-1,2983,-2.0
2684,insert,3125,-1,2984,-2.0
2685,insert,3042,-1,2985,-2.0
2686,insert,2167,-1,2986,-2.0
2687,insert,2083,-1,2987,-2.0
2688,insert,4417,-1,2988,-2.0
2689,insert,1375,-1,2989,-2.0
2690,insert,1875,-1,2990,-2.0
2691,insert,2708,-1,2991,-2.0
2692,insert,1542,-1,2992,-2.0
2693,insert,1333,-1,2993,-2.0
2694,insert,917,-1,2994,-2.0
2695,insert,3458,-1,2995,-2.0
2696,insert,2917,-1,2996,-2.0
2697,insert,917,-1,2997,-2.0
2698,insert,1458,-1,2998,-2.0
2699,insert,1125,-1,2999,-2.0
2700,insert,1083,2836375,3000,1.0
2701,insert,1709,-1,3001,-2.0
2702,insert,1125,-1,3002,-2.0
2703,insert,1042,-1,3003,-2.0
2704,insert,1083,-1,3004,-2.0
2705,insert,1000,-1,3005,-2.0
2706,insert,1917,-1,3006,-2.0
2707,insert,1084,-1,3007,-2.0
2708,insert,3166,-1,3008,-2.0
2709,insert,1750,-1,3009,-2.0
2710,insert,2000,-1,3010,-2.0
2711,insert,2375,-1,3011,-2.0
2712,insert,2209,-1,3012,-2.0
2713,insert,3125,-1,3013,-2.0
2714,insert,2375,-1,3014,-2.0
2715,insert,1833,-1,3015,-2.0
2716,insert,1917,-1,3016,-2.0
2717,insert,2500,-1,3017,-2.0
2718,insert,1500,-1,3018,-2.0
2719,insert,2750,-1,3019,-2.0
2720,insert,1916,-1,3020,-2.0
2721,insert,1875,-1,3021,-2.0
2722,insert,2292,-1,3022,-2.0
2723,insert,3042,-1,3023,-2.0
2724,insert,1125,-1,3024,-2.0
2725,insert,1958,-1,3025,-2.0
2726,insert,2417,-1,3026,-2.0
2727,insert,2583,-1,3027,-2.0
2728,insert,2792,-1,3028,-2.0
2729,insert,3458,-1,3029,-2.0
2730,insert,4125,-1,3030,-2.0
2731,insert,1125,-1,3031,-2.0
2732,insert,2833,-1,3032,-2.0
2733,insert,2000,-1,3033,-2.0
2734,insert,3125,-1,3034,-2.0
2735,insert,1791,-1,3035,-2.0
2736,insert,1500,-1,3036,-2.0
2737,insert,2667,-1,3037,-2.0
2738,insert,1000,-1,3038,-2.0
2739,insert,1625,-1,3039,-2.0
2740,insert,2292,-1,3040,-2.0
2741,insert,1750,-1,3041,-2.0
2742,insert,1416,-1,3042,-2.0
2743,insert,3167,-1,3043,-2.0
2744,insert,3292,-1,3044,-2.0
2745,insert,3125,-1,3045,-2.0
2746,insert,2583,-1,3046,-2.0
2747,insert,2500,-1,3047,-2.0
2748,insert,2500,-1,3048,-2.0
2749,insert,1583,-1,3049,-2.0
2750,insert,2917,-1,3050,-2.0
2751,insert,2250,-1,3051,-2.0
2752,insert,1583,-1,3052,-2.0
2753,insert,1958,-1,3053,-2.0
2754,insert,2125,-1,3054,-2.0
2755,insert,875,-1,3055,-2.0
2756,insert,2584,-1,3056,-2.0
2757,insert,1709,-1,3057,-2.0
2758,insert,2541,-1,3058,-2.0
2759,insert,1584,-1,3059,-2.0
2760,insert,2791,-1,3060,-2.0
2761,insert,1542,-1,3061,-2.0
2762,insert,2750,-1,3062,-2.0
2763,insert,1250,-1,3063,-2.0
2764,insert,2125,-1,3064,-2.0
2765,insert,2791,-1,3065,-2.0
2766,insert,1375,-1,3066,-2.0
2767,insert,1042,-1,3067,-2.0
2768,insert,2500,-1,3068,-2.0
2769,insert,3541,-1,3069,-2.0
2770,insert,2542,-1,3070,-2.0
2771,insert,3583,-1,3071,-2.0
2772,insert,2834,-1,3072,-2.0
2773,insert,4166,-1,3073,-2.0
2774,insert,3208,-1,3074,-2.0
2775,insert,1167,-1,3075,-2.0
2776,insert,2583,-1,3076,-2.0
2777,insert,2375,-1,3077,-2.0
2778,insert,2084,-1,3078,-2.0
2779,insert,2042,-1,3079,-2.0
2780,insert,2208,-1,3080,-2.0
2781,insert,2042,-1,3081,-2.0
2782,insert,2791,-1,3082,-2.0
2783,insert,1250,-1,3083,-2.0
2784,insert,1083,-1,3084,-2.0
2785,insert,708,-1,3085,-2.0
2786,insert,3625,-1,3086,-2.0
2787,insert,3416,-1,3087,-2.0
2788,insert,1125,-1,3088,-2.0
2789,insert,1541,-1,3089,-2.0
2790,insert,1625,-1,3090,-2.0
2791,insert,1375,-1,3091,-2.0
2792,insert,3292,-1,3092,-2.0
2793,insert,1416,-1,3093,-2.0
2794,insert,1375,-1,3094,-2.0
2795,insert,1292,-1,3095,-2.0
2796,insert,2958,-1,3096,-2.0
2797,insert,2750,-1,3097,-2.0
2798,insert,1709,-1,3098,-2.0
2799,insert,1750,-1,3099,-2.0
2800,insert,1666,-1,3100,-2.0
2801,insert,3084,-1,3101,-2.0
2802,insert,1583,-1,3102,-2.0
2803,insert,2042,-1,3103,-2.0
2804,insert,2959,-1,3104,-2.0
2805,insert,1791,-1,3105,-2.0
2806,insert,1042,-1,3106,-2.0
2807,insert,1917,-1,3107,-2.0
2808,insert,1583,-1,3108,-2.0
2809,insert,1417,-1,3109,-2.0
2810,insert,2000,-1,3110,-2.0
2811,insert,2458,-1,3111,-2.0
2812,insert,2125,-1,3112,-2.0
2813,insert,1667,-1,3113,-2.0
2814,insert,1625,-1,3114,-2.0
2815,insert,1791,-1,3115,-2.0
2816,insert,1709,-1,3116,-2.0
2817,insert,1791,-1,3117,-2.0
2818,insert,3250,-1,3118,-2.0
2819,insert,2083,-1,3119,-2.0
2820,insert,1709,-1,3120,-2.0
2821,insert,1500,-1,3121,-2.0
2822,insert,1708,-1,3122,-2.0
2823,insert,2833,-1,3123,-2.0
2824,insert,1167,-1,3124,-2.0
2825,insert,833,-1,3125,-2.0
2826,insert,1000,-1,3126,-2.0
2827,insert,833,-1,3127,-2.0
2828,insert,1875,-1,3128,-2.0
2829,insert,792,-1,3129,-2.0
2830,insert,1875,-1,3130,-2.0
2831,insert,1542,-1,3131,-2.0
2832,insert,792,-1,3132,-2.0
2833,insert,917,-1,3133,-2.0
2834,insert,1917,-1,3134,-2.0
2835,insert,1625,-1,3135,-2.0
2836,insert,1916,-1,3136,-2.0
2837,insert,1959,-1,3137,-2.0
2838,insert,2875,-1,3138,-2.0
2839,insert,2458,-1,3139,-2.0
2840,insert,2000,-1,3140,-2.0
2841,insert,1541,-1,3141,-2.0
2842,insert,3209,-1,3142,-2.0
2843,insert,1750,-1,3143,-2.0
2844,insert,2417,-1,3144,-2.0
2845,insert,750,-1,3145,-2.0
2846,insert,1583,-1,3146,-2.0
2847,insert,1750,-1,3147,-2.0
2848,insert,1625,-1,3148,-2.0
2849,insert,3167,-1,3149,-2.0
2850,insert,1583,-1,3150,-2.0
2851,insert,2500,-1,3151,-2.0
2852,insert,292,-1,3152,-2.0
2853,insert,3708,-1,3153,-2.0
2854,insert,1958,-1,3154,-2.0
2855,insert,3042,-1,3155,-2.0
2856,insert,3458,-1,3156,-2.0
2857,insert,3000,-1,3157,-2.0
2858,insert,2166,-1,3158,-2.0
2859,insert,1292,-1,3159,-2.0
2860,insert,2083,-1,3160,-2.0
2861,insert,1459,-1,3161,-2.0
2862,insert,1000,-1,3162,-2.0
2863,insert,916,-1,3163,-2.0
2864,insert,917,-1,3164,-2.0
2865,insert,958,-1,3165,-2.0
2866,insert,2084,-1,3166,-2.0
2867,insert,1583,-1,3167,-2.0
2868,insert,1542,-1,3168,-2.0
2869,insert,1625,-1,3169,-2.0
2870,insert,1542,-1,3170,-2.0
2871,insert,1500,-1,3171,-2.0
2872,insert,2209,-1,3172,-2.0
2873,insert,1791,-1,3173,-2.0
2874,insert,1709,-1,3174,-2.0
2875,insert,1375,-1,3175,-2.0
2876,insert,1291,-1,3176,-2.0
2877,insert,1667,-1,3177,-2.0
2878,insert,1875,-1,3178,-2.0
2879,insert,1500,-1,3179,-2.0
2880,insert,1459,-1,3180,-2.0
2881,insert,1125,-1,3181,-2.0
2882,insert,1500,-1,3182,-2.0
